#아래 표는 근로소득세(간이세액표)이고 월77만5천원부터 월990만원 미만까지 데이터이다.
#1,2열은 월급여(천원단위)이며 1행은 77만원이상 77만5천원미만을 의미한다.
#3~12열은 부양가족의 수(본인포함) 3열은 부양가족수1 , 12열은 부양가족수12명의 경우 소득세이다.
#각 셀의 띄어쓰기는 이스케이프 코드 t로 적용되어 있다.
#아래 표에는 4개의 이상치가 존재한다.
#이상치는 각자의 알고리즘을 구현하여 적절한 값으로 치환한다.
#이름/나이/연봉/부양가족수 총 4개의 속성을 가진 사람을 총 10명 무작위로 생성(random과 **kwarg이용)하고 10명에 대한 세금 계산을 진행한다.
#출력되는 항목은 국민연금/건강보험/요양보험/고용보험/근로소득세/지방소득세/월 예상 실수령액 총 7항목이다.
#총 10명의 무작위 생성 인원을 실수령액 기준 내림차순으로 정렬한다.
# <함수
#v 하나의 기능
# 비과금액 고려 x
# 20세 이하 자녀 수 x

월급 
이상/이하 | 부양가족 수>
770 	 775 	-	-	-	-	-	-	-	-	-	-
 775 	 780 	-	-	-	-	-	-	-	-	-	-
 780 	 785 	-	-	-	-	-	-	-	-	-	-
 785 	 790 	-	-	-	-	-	-	-	-	-	-
 790 	 795 	-	-	-	-	-	-	-	-	-	-
 795 	 800 	-	-	-	-	-	-	-	-	-	-
800 	805 	-	-	-	-	-	-	-	-	-	-
805 	810 	-	-	-	-	-	-	-	-	-	-
810 	815 	-	-	-	-	-	-	-	-	-	-
815 	820 	-	-	-	-	-	-	-	-	-	-
820 	825 	-	-	-	-	-	-	-	-	-	-
825 	830 	-	-	-	-	-	-	-	-	-	-
830 	835 	-	-	-	-	-	-	-	-	-	-
835 	840 	-	-	-	-	-	-	-	-	-	-
840 	845 	-	-	-	-	-	-	-	-	-	-
845 	850 	-	-	-	-	-	-	-	-	-	-
850 	855 	-	-	-	-	-	-	-	-	-	-
855 	860 	-	-	-	-	-	-	-	-	-	-
860 	865 	-	-	-	-	-	-	-	-	-	-
865 	870 	-	-	-	-	-	-	-	-	-	-
870 	875 	-	-	-	-	-	-	-	-	-	-
875 	880 	-	-	-	-	-	-	-	-	-	-
880 	885 	-	-	-	-	-	-	-	-	-	-
885 	890 	-	-	-	-	-	-	-	-	-	-
890 	895 	-	-	-	-	-	-	-	-	-	-
895 	900 	-	-	-	-	-	-	-	-	-	-
900 	905 	-	-	-	-	-	-	-	-	-	-
905 	910 	-	-	-	-	-	-	-	-	-	-
910 	915 	-	-	-	-	-	-	-	-	-	-
915 	920 	-	-	-	-	-	-	-	-	-	-
920 	925 	-	-	-	-	-	-	-	-	-	-
925 	930 	-	-	-	-	-	-	-	-	-	-
930 	935 	-	-	-	-	-	-	-	-	-	-
935 	940 	-	-	-	-	-	-	-	-	-	-
940 	945 	-	-	-	-	-	-	-	-	-	-
945 	950 	-	-	-	-	-	-	-	-	-	-
950 	955 	-	-	-	-	-	-	-	-	-	-
955 	960 	-	-	-	-	-	-	-	-	-	-
960 	965 	-	-	-	-	-	-	-	-	-	-
965 	970 	-	-	-	-	-	-	-	-	-	-
970 	975 	-	-	-	-	-	-	-	-	-	-
975 	980 	-	-	-	-	-	-	-	-	-	-
980 	985 	-	-	-	-	-	-	-	-	-	-
985 	990 	-	-	-	-	-	-	-	-	-	-
990 	995 	-	-	-	-	-	-	-	-	-	-
995 	1,000 	-	-	-	-	-	-	-	-	-	-
1,000 	1,005 	-	-	-	-	-	-	-	-	-	-
1,005 	1,010 	-	-	-	-	-	-	-	-	-	-
1,010 	1,015 	-	-	-	-	-	-	-	-	-	-
1,015 	1,020 	-	-	-	-	-	-	-	-	-	-
1,020 	1,025 	-	-	-	-	-	-	-	-	-	-
1,025 	1,030 	-	-	-	-	-	-	-	-	-	-
1,030 	1,035 	-	-	-	-	-	-	-	-	-	-
1,035 	1,040 	-	-	-	-	-	-	-	-	-	-
1,040 	1,045 	-	-	-	-	-	-	-	-	-	-
1,045 	1,050 	-	-	-	-	-	-	-	-	-	-
1,050 	1,055 	-	-	-	-	-	-	-	-	-	-
1,055 	1,060 	-	-	-	-	-	-	-	-	-	-
1,060 	1,065 	1,040	-	-	-	-	-	-	-	-	-
1,065 	1,070 	1,110	-	-	-	-	-	-	-	-	-
1,070 	1,075 	1,180	-	-	-	-	-	-	-	-	-
1,075 	1,080 	1,250	-	-	-	-	-	-	-	-	-
1,080 	1,085 	1,320	-	-	-	-	-	-	-	-	-
1,085 	1,090 	1,390	-	-	-	-	-	-	-	-	-
1,090 	1,095 	1,460	-	-	-	-	-	-	-	-	-
1,095 	1,100 	1,530	-	-	-	-	-	-	-	-	-
1,100 	1,105 	1,600	-	-	-	-	-	-	-	-	-
1,105 	1,110 	1,670	-	-	-	-	-	-	-	-	-
1,110 	1,115 	1,740	-	-	-	-	-	-	-	-	-
1,115 	1,120 	1,810	-	-	-	-	-	-	-	-	-
1,120 	1,125 	1,880	-	-	-	-	-	-	-	-	-
1,125 	1,130 	1,950	-	-	-	-	-	-	-	-	-
1,130 	1,135 	2,020	-	-	-	-	-	-	-	-	-
1,135 	1,140 	2,090	-	-	-	-	-	-	-	-	-
1,140 	1,145 	2,160	-	-	-	-	-	-	-	-	-
1,145 	1,150 	2,230	-	-	-	-	-	-	-	-	-
1,150 	1,155 	2,300	-	-	-	-	-	-	-	-	-
1,155 	1,160 	2,370	-	-	-	-	-	-	-	-	-
1,160 	1,165 	2,440	-	-	-	-	-	-	-	-	-
1,165 	1,170 	2,500	-	-	-	-	-	-	-	-	-
1,170 	1,175 	2,570	-	-	-	-	-	-	-	-	-
1,175 	1,180 	2,640	-	-	-	-	-	-	-	-	-
1,180 	1,185 	2,710	-	-	-	-	-	-	-	-	-
1,185 	1,190 	2,780	-	-	-	-	-	-	-	-	-
1,190 	1,195 	2,850	-	-	-	-	-	-	-	-	-
